x,y,yaw,ref_v
-9.626399059,6.891140036,-0.360760975,7.493206337
-9.466384721,6.830775217,-0.360738583,7.492103502
-9.281325033,6.760951283,-0.360789906,7.493042181
-9.167142974,6.717856825,-0.360889591,7.491021446
-9.055687164,6.675782093,-0.360961929,7.489555599
-8.942583681,6.633075913,-0.361035055,7.488522855
-8.827796226,6.589724931,-0.361103367,7.487730327
-8.692238487,6.538519363,-0.361170614,7.488230577
-8.577690458,6.495243973,-0.36121667,7.487163143
-8.464815951,6.452597536,-0.361242182,7.485940277
-8.270324502,6.379107623,-0.361272892,7.490196218
-8.059321195,6.299366718,-0.361322136,7.493299139
-7.947203282,6.256991792,-0.361354152,7.491067922
-7.833427501,6.213989452,-0.361360484,7.489571042
-7.717955991,6.170347546,-0.361350283,7.488486905
-7.582987619,6.119342478,-0.361314084,7.488642389
-7.469128234,6.076322864,-0.361250396,7.487407454
-7.356928102,6.03393912,-0.361180568,7.486064238
-7.166227741,5.96193286,-0.361038091,7.489793234
-6.959469598,5.883919835,-0.360799037,7.492268634
-6.757873852,5.807903266,-0.360587969,7.493121302
-6.582040463,5.741622564,-0.360480687,7.492695054
-6.404922432,5.674859639,-0.360470674,7.492996995
-6.300702219,5.635568897,-0.3605206,7.490782071
-6.188669172,5.593327067,-0.360564923,7.489477052
-6.074976098,5.550452323,-0.360618855,7.488591662
-5.959586428,5.506930568,-0.360673548,7.487955885
-5.824487742,5.455965794,-0.360733995,7.48862972
-5.710495692,5.412956388,-0.360787162,7.487755412
-5.59817287,5.370571237,-0.360830402,7.486809854
-5.443556338,5.312214824,-0.360896516,7.488569454
-5.278905874,5.250046965,-0.361026082,7.490102436
-5.112744771,5.187270334,-0.361228288,7.490948564
-4.945070904,5.123869243,-0.361504503,7.491496454
-4.769188006,5.057292623,-0.361860209,7.492498427
-4.657933914,5.01514332,-0.362147156,7.490552324
-4.545031713,4.972345004,-0.362337815,7.489231161
-4.425665605,4.927068005,-0.362545695,7.488515373
-4.303923285,4.880858158,-0.362772039,7.487982978
-4.182539469,4.834751759,-0.363006975,7.487330412
-4.017584811,4.772034014,-0.363332272,7.489453943
-3.852015204,4.709001559,-0.363759101,7.490550555
-3.685836898,4.645653531,-0.364199679,7.491113873
-3.519055302,4.581990164,-0.364646486,7.49145122
-3.341983616,4.514304973,-0.365109365,7.492402559
-3.228353326,4.470828498,-0.365428691,7.490427825
-3.113072662,4.426695029,-0.365621929,7.489041798
-2.959246611,4.367763246,-0.36585886,7.490263011
-2.845884637,4.324308098,-0.366054398,7.488869831
-2.734148481,4.281459732,-0.366182706,7.487608001
-2.580070143,4.222344742,-0.366348626,7.488997869
-2.415927246,4.159324488,-0.366581261,7.490296686
-2.250242245,4.095660021,-0.366855523,7.491022688
-2.083010134,4.031340592,-0.367170636,7.491513815
-1.907316255,3.963692801,-0.367536838,7.492501517
-1.796075943,3.920826527,-0.367812215,7.49055351
-1.683227823,3.877317888,-0.36798811,7.489231736
-1.563962259,3.831309662,-0.368173061,7.488515517
-1.442367665,3.784375822,-0.368367488,7.48798242
-1.321175706,3.737570201,-0.368562746,7.487331215
-1.156691092,3.67399465,-0.368826439,7.489447718
-0.991544611,3.610099614,-0.36916179,7.49054565
-0.825742826,3.545887497,-0.369495103,7.491114686
-0.659291618,3.481362122,-0.369817647,7.491460481
-0.482578254,3.412795135,-0.370129767,7.49240958
-0.369232191,3.368791281,-0.370315089,7.490433446
-0.254271134,3.324147728,-0.370411212,7.489044281
-0.100699328,3.264493272,-0.370507106,7.490258349
0.01256468,3.220490552,-0.370550774,7.488859428
0.124241366,3.177103266,-0.370560401,7.487591466
0.278191571,3.117293762,-0.37055259,7.488963398
0.442225705,3.053571488,-0.370527027,7.490229141
0.607842435,2.989238938,-0.37050334,7.490888028
0.775045858,2.924292558,-0.370490307,7.491226143
0.950478333,2.856151716,-0.370480763,7.49179049
1.061389776,2.813074607,-0.370459539,7.48945002
1.173893565,2.769382255,-0.370434735,7.487463471
1.396784743,2.682842206,-0.370346148,7.492306614
1.58132,2.611241609,-0.370123261,7.492355649
1.765373469,2.539879562,-0.3698795,7.492314411
1.958576022,2.465034264,-0.369591172,7.492694138
2.152468798,2.389987631,-0.369294926,7.493051948
2.318100453,2.325925567,-0.369053158,7.492261289
2.430439889,2.282495129,-0.368901639,7.489926822
2.544395278,2.238454706,-0.368789087,7.488028008
2.755876464,2.156785594,-0.368533262,7.492310847
2.869500374,2.112946704,-0.368226717,7.490001618
2.98152283,2.069747913,-0.368054067,7.488037146
3.171824172,1.996431466,-0.367739618,7.490687253
3.378175618,1.917049451,-0.36724169,7.492589693
3.576780205,1.840756654,-0.36676329,7.493177726
3.736360456,1.779514664,-0.366436507,7.492072007
3.921189514,1.708634624,-0.366192843,7.493032343
4.035400776,1.66485213,-0.366068051,7.491021684
4.146853792,1.622134483,-0.3660095,7.489566029
4.259924174,1.578804084,-0.365954364,7.488542418
4.374648252,1.53484793,-0.365893801,7.48775607
4.509788584,1.483082172,-0.365811095,7.488239073
4.623978982,1.439353885,-0.365715181,7.487162505
4.736538303,1.396261649,-0.365626513,7.485931812
4.930712961,1.32196064,-0.365460937,7.49018598
5.141415941,1.241393837,-0.365217592,7.493298735
5.253432065,1.198580165,-0.365076651,7.491070598
5.367081641,1.155152385,-0.364998236,7.489575686
5.482402262,1.111098362,-0.364905188,7.488490799
5.617146335,1.059644001,-0.36477772,7.488641003
5.730840812,1.016246656,-0.364632917,7.487402954
5.842905323,0.973488432,-0.364500805,7.48605486
6.033392539,0.900860528,-0.364260162,7.489776269
6.239939644,0.822196232,-0.363893059,7.492255262
6.441352372,0.745560825,-0.363574585,7.493114177
6.617060208,0.678741747,-0.363396141,7.492693151
6.793960452,0.611480368,-0.363341053,7.492995797
6.897973936,0.571928324,-0.363373153,7.490779988
7.00976555,0.52941387,-0.36340994,7.48947197
7.123193207,0.486270844,-0.363459095,7.488582056
7.238292349,0.442485032,-0.36351242,7.487940117
7.373349346,0.391097216,-0.363574976,7.488625647
7.48737132,0.347705296,-0.363634095,7.487759204
7.599743831,0.304934604,-0.36368453,7.486819664
7.754332986,0.246081783,-0.36376266,7.488581556
7.918954173,0.18338166,-0.363911533,7.490113692
8.085103572,0.120056913,-0.364135248,7.490958714
8.25278388,0.056091728,-0.364431823,7.491507035
8.428394498,-0.010973657,-0.364804681,7.49249502
8.539286021,-0.053360402,-0.365099514,7.490539731
8.651799024,-0.096391878,-0.365292938,7.489207233
8.770730483,-0.14190645,-0.365500563,7.488477038
8.892005197,-0.188348609,-0.3657223,7.487929407
9.01289873,-0.234675958,-0.365947092,7.487262915
9.177864304,-0.297949718,-0.366251825,7.489416242
9.343466598,-0.361540903,-0.366637135,7.490528522
9.50970016,-0.425446608,-0.367015145,7.491096794
9.676560344,-0.489661951,-0.367374027,7.491427169
9.853273531,-0.557737572,-0.367711105,7.492305092
9.966396691,-0.601341008,-0.367901577,7.490263565
10.08114974,-0.645584966,-0.367994739,7.488766824
10.23510223,-0.704957154,-0.36807713,7.489736022
10.34878966,-0.748802965,-0.368092055,7.48808892
10.46086745,-0.792025296,-0.368071168,7.486443477
10.67539679,-0.874733644,-0.367973795,7.491438543
10.87137227,-0.950231146,-0.36771743,7.492406976
11.06732472,-1.025654221,-0.367426101,7.492818606
11.2632575,-1.101001123,-0.367121104,7.493208326
11.42882078,-1.164623878,-0.366882156,7.492461818
11.53216123,-1.204322724,-0.366773497,7.490057288
11.67108199,-1.257678611,-0.366702351,7.489620662
11.792174,-1.304179822,-0.36665118,7.488227546
11.98258624,-1.377292897,-0.36661372,7.491254861
12.14797894,-1.440803487,-0.366636551,7.491313749
12.31402679,-1.504578205,-0.366702424,7.491271889
12.48071849,-1.568618964,-0.366800467,7.491077021
12.69448004,-1.650778562,-0.366944044,7.493384843
12.80736725,-1.694178587,-0.367033886,7.490904152
12.92188855,-1.738211284,-0.367067668,7.489087491
13.09515561,-1.804837008,-0.367096137,7.490968107
13.20888547,-1.848567098,-0.367080671,7.48906695
13.32099798,-1.891672134,-0.36705604,7.487337299
13.51136932,-1.964853018,-0.366995977,7.490389139
13.71775852,-2.044167488,-0.366895276,7.492474836
13.91902061,-2.121498108,-0.366836709,7.493186217
14.09464817,-2.188984701,-0.366863941,7.492717635
14.27120651,-2.256850301,-0.366969289,7.492966848
14.37483711,-2.296697924,-0.367087236,7.490721576
14.48618984,-2.339525404,-0.367169985,7.489359948
14.59914298,-2.382980261,-0.367261315,7.488393801
14.71373052,-2.42707542,-0.367348892,7.487643909
14.84882903,-2.47907774,-0.367440457,7.488169283
14.96300777,-2.52303707,-0.36751276,7.48711404
15.07556283,-2.566377634,-0.367561967,7.485899681
15.2695965,-2.641109649,-0.367639247,7.490175432
15.48010221,-2.722218919,-0.367775957,7.493289645
15.59187992,-2.765300212,-0.367874013,7.491055728
15.70526141,-2.809005188,-0.367916672,7.489552091
15.82028172,-2.853345752,-0.367945996,7.488457467
15.9549641,-2.905268058,-0.367958749,7.488612353
16.06866855,-2.949101109,-0.367944117,7.487376342
16.18076238,-2.992309593,-0.36791559,7.486029963
16.37108455,-3.065657232,-0.367845597,7.489721178
16.57742269,-3.145147324,-0.36771949,7.492077563
16.7759935,-3.221622972,-0.367622366,7.49242667
16.93554881,-3.28306928,-0.367604439,7.490501175
17.1132542,-3.351514602,-0.367649708,7.488775179
17.21720866,-3.391563512,-0.367730373,7.485143178
17.32693098,-3.433841919,-0.367789095,7.481328111
17.43953768,-3.477240259,-0.367854998,7.477086647
17.55376879,-3.521272779,-0.367916975,7.472277869
17.70807872,-3.580766644,-0.367985913,7.465140116
17.82228947,-3.624805417,-0.368024463,7.458982386
17.93488129,-3.668221594,-0.368037247,7.452507035
18.12889596,-3.743036106,-0.368042301,7.439805503
18.33938108,-3.824202026,-0.368043101,7.424874257
18.45108905,-3.867277357,-0.368037034,7.417185239
18.56440153,-3.910969247,-0.368020527,7.409213804
18.67935467,-3.955288616,-0.367981575,7.400970071
18.81409492,-4.007224562,-0.367902753,7.390997295
18.92787104,-4.051064468,-0.36778513,7.382583183
19.04003828,-4.094268724,-0.367663091,7.374199793
19.23041641,-4.167544049,-0.367416175,7.359221652
19.43682794,-4.246882587,-0.366960648,7.342696601
19.63814421,-4.324151251,-0.366478397,7.326409445
19.81385789,-4.39151621,-0.36609645,7.312138082
19.99044353,-4.459158343,-0.365814414,7.297662852
20.09406095,-4.498832382,-0.365669609,7.289333739
20.20541642,-4.541458953,-0.365589073,7.280292816
20.31839285,-4.584693599,-0.365493126,7.27105914
20.43302807,-4.62854755,-0.365375266,7.26162869
20.56829972,-4.68026918,-0.365202198,7.25034827
20.68263402,-4.723957225,-0.364987693,7.240828418
20.79533486,-4.766994439,-0.364781152,7.231400384
21.01003016,-4.848868974,-0.364328094,7.212905163
21.20612606,-4.923482344,-0.363578857,7.195913951
21.40225552,-4.997947033,-0.362859584,7.178786748
21.59842386,-5.072266619,-0.362147137,7.16152239
21.76448771,-5.135070719,-0.361566609,7.14686127
21.86835633,-5.174317676,-0.361268628,7.137770214
22.04080795,-5.239424626,-0.36099345,7.122360386
22.2262147,-5.309348013,-0.360641199,7.10564367
22.41109307,-5.379019848,-0.360393608,7.088847404
22.63560936,-5.463605484,-0.36030061,7.06819853
22.83001706,-5.536908951,-0.36057593,7.05020418
22.99602876,-5.599590088,-0.361022434,7.034762351
23.10853728,-5.642117945,-0.36139539,7.024324209
23.22269939,-5.685307641,-0.361677292,7.013673
23.43477936,-5.765683911,-0.362264497,6.993487589
23.54872838,-5.808953832,-0.36291151,6.98269053
23.6610109,-5.851637176,-0.36327141,6.97199774
23.81552104,-5.910466074,-0.363797482,6.957090356
23.98003353,-5.973256489,-0.364610431,6.941077434
24.14604018,-6.03680308,-0.365587455,6.924785018
24.31354875,-6.101135194,-0.36668354,6.90820542
24.48903621,-6.168779412,-0.367913487,6.890671632
24.59985355,-6.211624439,-0.368925424,6.879607925
24.71224198,-6.255170759,-0.369651826,6.868318623
24.83098015,-6.301284722,-0.370437703,6.856305864
24.95198369,-6.348397246,-0.371290297,6.843981369
25.07252307,-6.395452316,-0.372178005,6.831625193
25.23698812,-6.459871893,-0.373323505,6.814549808
25.40206786,-6.524804625,-0.374753247,6.797253917
25.567764,-6.590262166,-0.376228102,6.779731935
25.73407936,-6.656255566,-0.377741942,6.761978009
25.90988555,-6.72633999,-0.379338534,6.743012346
26.02212164,-6.771250592,-0.380630537,6.730883676
26.13583749,-6.816875872,-0.381559248,6.718511184
26.28905971,-6.878558482,-0.38271959,6.701634228
26.40246857,-6.924364542,-0.383865603,6.689098629
26.51434645,-6.969668706,-0.384760286,6.676651421
26.70365949,-7.046625621,-0.386102522,6.655244076
26.908748,-7.130456828,-0.388031989,6.631748456
27.10608831,-7.21158412,-0.390041566,6.608865128
27.26483718,-7.277170424,-0.391786656,6.590296029
27.44755713,-7.353019898,-0.393466792,6.568653599
27.55924839,-7.399566944,-0.394859931,6.555380139
27.66799827,-7.445004323,-0.395769546,6.542369097
27.77807222,-7.491107769,-0.39664208,6.529103846
27.88948735,-7.537882893,-0.397481267,6.515577854
28.02417504,-7.594572295,-0.398388726,6.499054604
28.13869985,-7.642879473,-0.39916162,6.484919427
28.25180586,-7.690655144,-0.399664074,6.470858418
28.44385596,-7.771896106,-0.40019206,6.446599971
28.65189197,-7.859797066,-0.399774649,6.419968712
28.75988779,-7.905280508,-0.398613029,6.406110608
28.86925993,-7.951235855,-0.397776055,6.391979849
28.98005513,-7.997650421,-0.396711428,6.377566989
29.1154769,-8.054151257,-0.395263542,6.359778956
29.23089957,-8.102082586,-0.393598678,6.34453167
29.34494173,-8.149226932,-0.391999349,6.329365718
29.53508703,-8.227314229,-0.389672135,6.303715682
29.74109677,-8.311132804,-0.386412194,6.275579142
29.93977751,-8.391168856,-0.382950111,6.248128817
30.10031131,-8.455250188,-0.379796318,6.225758528
30.27638929,-8.524921108,-0.376778592,6.200957673
30.37681185,-8.56436383,-0.374255979,6.186777557
30.4828452,-8.605779886,-0.372372104,6.171705153
30.59172986,-8.64805913,-0.370374294,6.156125372
30.70227535,-8.690719413,-0.368298558,6.140203803
30.85919168,-8.750808242,-0.365709579,6.117350765
30.97726299,-8.795653768,-0.362987366,6.100063491
31.09372494,-8.839575382,-0.360639155,6.08289833
31.28907696,-8.912538347,-0.357450387,6.053713106
31.50070871,-8.990551051,-0.353169742,6.021705938
31.60985666,-9.030358344,-0.349718468,6.005142794
31.72081439,-9.070526216,-0.34733436,5.988197459
31.83365546,-9.111062484,-0.34487666,5.970853139
31.9726349,-9.160548399,-0.342068961,5.949300615
32.09083288,-9.20224675,-0.339152801,5.930865714
32.20725561,-9.24296644,-0.336458531,5.912592401
32.4012122,-9.310016756,-0.332836764,5.881762629
32.61125517,-9.38149439,-0.328007439,5.847989099
32.81635044,-9.450127491,-0.322926188,5.814649223
32.99584002,-9.509232696,-0.318112574,5.785202507
33.17456764,-9.567182891,-0.313542092,5.755606257
33.27887958,-9.600581162,-0.309863366,5.738280053
33.39148699,-9.63628252,-0.307018058,5.719458932
33.50630499,-9.672303384,-0.303997218,5.700153746
33.62343648,-9.70864906,-0.300877573,5.680340567
33.76330436,-9.751513416,-0.297375739,5.656495232
33.88130961,-9.787217717,-0.293808676,5.636274936
33.99722654,-9.821876262,-0.290534216,5.616300749
34.19324975,-9.879542693,-0.286110342,5.582135342
34.40579976,-9.940706134,-0.280190175,5.544703427
34.61034876,-9.99820125,-0.274012093,5.508330171
34.77432105,-10.04330659,-0.268439673,5.478960617
34.9686788,-10.09562083,-0.262933127,5.443819068
35.09538678,-10.12904332,-0.257901471,5.420807196
35.22218205,-10.16194434,-0.253882222,5.397646067
35.45340744,-10.22052585,-0.248131402,5.354896623
35.57721174,-10.2511238,-0.242292354,5.331919988
35.69934596,-10.28077967,-0.23820378,5.309131833
35.81979636,-10.30950668,-0.234122959,5.286539931
35.93855145,-10.33731889,-0.230051853,5.264151584
36.07782683,-10.36928491,-0.22560927,5.237712374
36.26117283,-10.41028027,-0.219977338,5.202594764
36.44476118,-10.45007443,-0.21345546,5.167148684
36.6285346,-10.48863196,-0.206810357,5.131383258
36.79974573,-10.5233873,-0.20027557,5.097822273
36.96850645,-10.556529,-0.193915067,5.064502314
37.13742624,-10.58857711,-0.18749536,5.030908193
37.3298557,-10.62369568,-0.180514393,4.99230584
37.44905584,-10.64469532,-0.174381951,4.968329234
37.56810588,-10.6650874,-0.169643656,4.944262431
37.6884897,-10.68511165,-0.16482761,4.919799687
37.80892807,-10.704539,-0.159927709,4.89520079
37.92936433,-10.72335387,-0.154970035,4.870476566
38.04974102,-10.74154162,-0.149956105,4.845638235
38.17,-10.75908862,-0.144887677,4.820697351
38.42666666,-10.79443542,-0.136853967,4.766676161
38.68333334,-10.82685047,-0.12562731,4.71203144
38.94,-10.85626726,-0.114112959,4.656748002
39.19666666,-10.88261616,-0.102299701,4.600809044
39.45333334,-10.90582408,-0.090175223,4.544196183
39.71,-10.92581401,-0.077725962,4.486889382
39.93,-10.94032206,-0.065850313,4.437275124
40.15,-10.95235245,-0.054629211,4.387128302
40.414,-10.96344349,-0.04198681,4.326104685
40.634,-10.96981773,-0.028965736,4.274734463
40.89585366,-10.97392253,-0.015674629,4.212692657
41.15341463,-10.97415446,-0.000900496,4.150843421
41.41097561,-10.97049355,0.01421282,4.088146856
41.66853658,-10.96281161,0.02981685,4.02459791
41.92609757,-10.95096994,0.045943831,3.960217769
42.18365854,-10.93481795,0.06262933,3.895089342
42.44121951,-10.91419183,0.079911908,3.82945614
42.632032,-10.89591266,0.095505096,3.781640807
42.75663704,-10.88255778,0.106770106,3.751761986
42.88187833,-10.86798368,0.115847158,3.722861571
43.00764854,-10.85216454,0.125121022,3.696165822
43.13353359,-10.83512161,0.13456668,3.673681208
43.25842929,-10.81699741,0.144108724,3.65641302
43.38388412,-10.79755673,0.153738855,3.643494743
43.50978171,-10.77678822,0.163491036,3.633910562
43.67447907,-10.74769399,0.174848815,3.627892872
43.84457571,-10.71533273,0.188005352,3.624267639
44.06793314,-10.66923109,0.203544616,3.623740355
44.29050094,-10.61917659,0.22121498,3.624294321
44.51218715,-10.5651902,0.238876408,3.625650827
44.65159257,-10.52911013,0.253256868,3.625199004
44.77588808,-10.49553996,0.263789679,3.624813855
44.90143522,-10.46028,0.273797038,3.624955062
45.02812442,-10.42331095,0.283925325,3.625572573
45.1558389,-10.3846195,0.294163452,3.626580738
45.38120928,-10.31281438,0.308441032,3.632079566
45.49960004,-10.27327818,0.322302465,3.633441942
45.61824652,-10.2323878,0.33189222,3.635012676
45.81319081,-10.1624074,0.344649122,3.640357692
45.97401244,-10.10203733,0.359108362,3.644381406
46.13355138,-10.0397605,0.372164208,3.648539889
46.29272129,-9.975226655,0.38518722,3.652855322
46.451376,-9.908483138,0.398209369,3.657335832
46.60936922,-9.839584841,0.411221218,3.662001105
46.76655526,-9.76859404,0.424213205,3.666869538
46.9227902,-9.695580369,0.437173819,3.671921885
47.15498172,-9.582463414,0.453331769,3.681367814
47.3849519,-9.464903791,0.472563503,3.690860205
47.61271368,-9.342927334,0.491676868,3.700190283
47.83827607,-9.216552145,0.510691641,3.709233278
48.06164471,-9.085789372,0.529624269,3.717986504
48.21545278,-8.992418314,0.545596079,3.723210107
48.33477321,-8.918069481,0.557233496,3.726658275
48.45347272,-8.842414874,0.567439822,3.730174734
48.56366068,-8.770647626,0.577300183,3.733267797
48.71985589,-8.666322284,0.588867321,3.739214976
48.9283824,-8.522189007,0.604794662,3.748409598
49.10943866,-8.392426513,0.621844386,3.755826732
49.2391181,-8.296773725,0.635523919,3.760076327
49.36766102,-8.199662803,0.646995708,3.764138793
49.49494968,-8.101190196,0.658445152,3.768009285
49.61607812,-8.005296121,0.669642651,3.771418872
49.71263119,-7.927294575,0.679516417,3.773331888
49.80909349,-7.847949507,0.688340519,3.77521296
49.97530864,-7.707808623,0.700491801,3.781276437
50.17355957,-7.53480955,0.717484293,3.789156396
50.36836376,-7.358363751,0.735988194,3.796581224
50.55974374,-7.178493722,0.754404856,3.803486283
50.7477161,-6.995216083,0.772753137,3.809893784
50.93229297,-6.80854299,0.79104448,3.815847354
51.1134826,-6.618482609,0.809287911,3.821315867
51.29128919,-6.425039179,0.827492699,3.826250423
51.46571276,-6.228212747,0.845669491,3.830603447
51.63674899,-6.02799901,0.863829567,3.834309531
51.80438864,-5.824388627,0.881987521,3.837400175
51.88222235,-5.727240248,0.895333942,3.835637997
51.95869303,-5.630106416,0.903865111,3.833848184
52.04514533,-5.518207279,0.912992862,3.832616985
52.14167288,-5.39054619,0.923387673,3.831904059
52.23684972,-5.261738143,0.934434264,3.831052661
52.33058719,-5.131898922,0.945490002,3.830106033
52.43263872,-4.987015805,0.957142519,3.829623863
52.55214523,-4.812414248,0.970581176,3.830043249
52.66906572,-4.636114006,0.985204754,3.830072945
52.77693538,-4.46833493,0.999409611,3.829373348
52.85092036,-4.350242261,1.011119508,3.826672119
52.92365918,-4.231612788,1.020756681,3.824007516
52.99509574,-4.112547872,1.03039163,3.821428649
53.12515481,-3.8888274,1.044205704,3.822609939
53.25105218,-3.663026096,1.062168774,3.82321688
53.35263164,-3.473587168,1.078600384,3.822121239
53.41176777,-3.360078964,1.090501582,3.81835466
53.46986058,-3.246111031,1.099395543,3.814636218
53.54772337,-3.089286895,1.109954617,3.812345784
53.60463266,-2.971527363,1.120624529,3.808547454
53.65973004,-2.854824064,1.129704563,3.804689388
53.71302116,-2.739271625,1.138679436,3.800744184
53.75900631,-2.637320765,1.14706783,3.796342889
53.80407212,-2.535277043,1.154922663,3.791996874
53.85542004,-2.416281041,1.163424973,3.788315294
53.90539374,-2.297499556,1.172556758,3.784791533
53.99627099,-2.073300082,1.185694102,3.784737659
54.05261686,-1.928469268,1.199768434,3.782026325
54.10700161,-1.784003082,1.210752287,3.779403038
54.15941731,-1.640016651,1.22167572,3.776896077
54.20986217,-1.496620717,1.232530223,3.774537006
54.27630815,-1.299712964,1.245347809,3.774042909
54.3398156,-1.101890878,1.260156497,3.77354454
54.39277087,-0.928730251,1.274012406,3.772283295
54.42876776,-0.806218138,1.285016038,3.769512929
54.4635417,-0.683759714,1.294114364,3.766914984
54.49707186,-0.561466642,1.303193828,3.76445213
54.52934177,-0.439449168,1.312246292,3.76212867
54.56033946,-0.317815494,1.321263211,3.759957948
54.59661121,-0.169303908,1.331250704,3.758888286
54.63131942,-0.020100661,1.342237489,3.758027433
54.66442463,0.12966452,1.353247194,3.757427777
54.6958929,0.279861151,1.36426981,3.757130424
54.73875884,0.499230767,1.377822809,3.759502152
54.78382122,0.753076922,1.39510808,3.763124438
54.82406842,1.006923078,1.41355562,3.76673657
54.85955262,1.260769233,1.431910056,3.770334504
54.89069841,1.518,1.450301739,3.774041639
54.91352706,1.738,1.467399775,3.776591717
54.93631634,2.002,1.48468679,3.780640866
54.95149594,2.222,1.50190731,3.783244118
54.96322797,2.442,1.517519392,3.785916618
54.9715258,2.662,1.533096797,3.788628632
54.9764006,2.882,1.548641752,3.791354246
54.97786083,3.102,1.564159024,3.794083499
54.9759126,3.322,1.579651695,3.796809833
54.97055929,3.542,1.595124726,3.799536464
54.96180193,3.762,1.610581522,3.802280502
54.94963896,3.982,1.626026301,3.805070046
54.93406653,4.202,1.641462264,3.807918809
54.91086863,4.466,1.658442044,3.812300288
54.88777122,4.686,1.675401313,3.81523328
54.85644894,4.942903227,1.692120015,3.819504884
54.82063272,5.198387097,1.710078366,3.823701851
54.78013825,5.453870968,1.727989768,3.827850729
54.73493661,5.709354838,1.745909772,3.831928514
54.68499353,5.964838708,1.7638461,3.835965872
54.64983128,6.1315489,1.778667974,3.837141542
54.62268944,6.254051602,1.788835227,3.836941155
54.59440699,6.376678119,1.797471484,3.836955512
54.56503083,6.499194896,1.806126234,3.837123921
54.53462318,6.621340898,1.814781922,3.837430703
54.50297618,6.743919266,1.823456708,3.837923741
54.46203308,6.896333206,1.833231684,3.839845986
54.41088497,7.078073191,1.845135797,3.843171327
54.35731756,7.259373999,1.858084153,3.846606896
54.28848625,7.480570077,1.872476188,3.851748729
54.21339682,7.708861318,1.88856915,3.857131668
54.1408296,7.918346137,1.904267582,3.861766952
54.09761421,8.038484806,1.91609745,3.862822206
54.05342677,8.158073638,1.924731722,3.864020322
54.00908762,8.274991595,1.933272978,3.865227785
53.96437367,8.389976175,1.941670381,3.866452098
53.91844225,8.505230224,1.95002904,3.867796094
53.87131486,8.62065743,1.958425897,3.869237721
53.80278706,8.783734612,1.968608742,3.873069336
53.7318962,8.946946791,1.980557996,3.877001093
53.658667,9.110160686,1.992543785,3.880993602
53.58312995,9.273241846,2.004562141,3.885025892
53.50532185,9.436055442,2.016605575,3.88907196
53.4252855,9.59846697,2.02866712,3.893108916
53.34306996,9.760342847,2.040737964,3.89710427
53.25872983,9.921550879,2.052812128,3.901019963
53.18021315,10.06750789,2.064336313,3.904166465
53.12597369,10.16614824,2.0735404,3.904976808
53.06634199,10.27262937,2.0813009,3.906186822
52.96828478,10.4434647,2.091868765,3.910673712
52.88073987,10.59176796,2.104060417,3.914071967
52.79212202,10.73808135,2.115375592,3.917380592
52.65933143,10.95060692,2.129267429,3.92394594
52.52311205,11.16084662,2.145710879,3.930256023
52.38347818,11.36881002,2.16209269,3.936295755
52.26621334,11.5379684,2.176960929,3.940359017
52.15187542,11.6983758,2.190059356,3.943940721
52.03549076,11.85731383,2.202849697,3.947389451
51.91714246,12.01467883,2.215616054,3.950687448
51.82636888,12.1326097,2.226798369,3.951953286
51.74882346,12.23152686,2.235669502,3.952242705
51.66988275,12.33054983,2.243825136,3.952576953
51.58958926,12.42958927,2.25204115,3.952974437
51.4207276,12.63255857,2.264721602,3.958850412
51.24867708,12.83233905,2.281755488,3.964332116
51.07345954,13.02895251,2.298715838,3.969370781
50.89509203,13.22241599,2.315617762,3.973966944
50.7135878,13.41274272,2.332471745,3.978134879
50.52895659,13.59994252,2.349286656,3.981887919
50.34120502,13.78402191,2.366070092,3.985189905
50.15033628,13.96498417,2.382830642,3.987984918
49.95635031,14.14282916,2.399576686,3.990210075
49.75924347,14.31755332,2.416317809,3.99178731
49.55900844,14.48914931,2.433064345,3.992608364
49.37362263,14.64293684,2.449089021,3.991924451
49.27685127,14.72133633,2.460692116,3.987169169
49.18011186,14.79845265,2.468588826,3.98227658
49.06699125,14.88705986,2.477118813,3.977805597
48.94471384,14.98097372,2.486645955,3.973378065
48.82139473,15.07376297,2.496536866,3.968718332
48.69712672,15.16534953,2.506458189,3.963938202
48.55638638,15.26679935,2.517023353,3.959615216
48.38301134,15.38852229,2.529472898,3.9561735
48.20799553,15.50784776,2.543187373,3.952209596
48.04139459,15.61820636,2.556540799,3.947366832
47.9236857,15.69431974,2.567594466,3.940700349
47.80537084,15.7693004,2.57673423,3.934051898
47.68654414,15.84308824,2.58589648,3.927605808
47.46468038,15.97686076,2.599007623,3.924662484
47.2408376,16.10667522,2.616056831,3.921571671
47.0214983,16.22899659,2.632871433,3.918178374
46.81335881,16.34071765,2.648970908,3.914352707
46.60356752,16.44913499,2.664606084,3.910564215
46.4153147,16.5429164,2.679412203,3.906161837
46.23048461,16.63182894,2.693219558,3.901847193
46.04457334,16.71815451,2.706879848,3.897780267
45.8576829,16.8018466,2.720558376,3.8939303
45.74613749,16.85034374,2.731471829,3.888064527
45.55160812,16.93235096,2.742633116,3.885130089
45.43353236,16.98055344,2.754008701,3.879946715
45.31550558,17.02755993,2.762578771,3.875058524
45.19742423,17.07342054,2.771142212,3.870479769
45.07918483,17.11818116,2.779705203,3.866239131
44.91195984,17.17951816,2.790036268,3.863932761
44.78462806,17.22469191,2.800672908,3.860587959
44.65784365,17.26836885,2.809828036,3.857547623
