x,y,yaw,ref_v
-51.77367303,31.59960341,-1.297121665,4.355465825
-51.7171974,31.406814,-1.285829602,4.351597127
-51.65864352,31.21455187,-1.275168324,4.348144608
-51.59677754,31.01901103,-1.264376994,4.34526111
-51.5314606,30.82021194,-1.253350116,4.342919436
-51.46392042,30.62212298,-1.24219861,4.340910161
-51.40632455,30.45867796,-1.231996761,4.337725598
-51.34932277,30.30149289,-1.222904562,4.334625303
-51.29050912,30.1437429,-1.213930992,4.331883203
-51.23536475,29.99965013,-1.205291758,4.328842479
-51.19244332,29.88990115,-1.197996879,4.324629446
-51.14760772,29.7773916,-1.191579519,4.320888495
-51.07552208,29.60082624,-1.18318442,4.32053507
-51.00450247,29.43176014,-1.173108789,4.320217737
-50.93648622,29.27408438,-1.163544428,4.319773752
-50.86691408,29.11682138,-1.154285877,4.319748312
-50.79582609,28.96007522,-1.145016564,4.320158216
-50.72326666,28.80394982,-1.13574342,4.321030269
-50.64928462,28.64854854,-1.126474525,4.32239054
-50.56117682,28.4681616,-1.116441195,4.325563128
-50.4449737,28.23751315,-1.104104937,4.331753852
-50.32557292,28.00846354,-1.090263846,4.338241487
-50.20298263,27.78100868,-1.076464447,4.344976392
-50.07720956,27.55514522,-1.062705811,4.351922015
-49.94825884,27.33087058,-1.048986202,4.359113424
-49.87799379,27.21157779,-1.038494373,4.3613855
-49.80602726,27.09142322,-1.031149546,4.364083155
-49.73573106,26.97596436,-1.023900705,4.366847787
-49.66864021,26.86746501,-1.016991487,4.369509038
-49.60193405,26.76117351,-1.010345677,4.372297109
-49.47870118,26.56880343,-1.001055404,4.380221859
-49.36464064,26.39514434,-0.989650606,4.387268133
-49.24863209,26.22261948,-0.978823663,4.394421212
-49.13062779,26.05115447,-0.968025551,4.401715797
-49.01057599,25.88067695,-0.957251117,4.40923347
-48.93965164,25.78175937,-0.948748929,4.412864066
-48.86800644,25.68314549,-0.942490913,4.416710238
-48.76746046,25.54690467,-0.935018324,4.423102269
-48.60834893,25.33623831,-0.923926272,4.434282576
-48.47181623,25.16004704,-0.911541324,4.443529931
-48.34621414,25.00151409,-0.900782007,4.451831445
-48.21910047,24.84438974,-0.890591363,4.460231286
-48.0905388,24.68872982,-0.880452817,4.468793943
-47.97792129,24.55495931,-0.871040547,4.476233268
-47.89886147,24.46244368,-0.863663037,4.481139941
-47.81886058,24.3699666,-0.857607371,4.486212066
-47.65989444,24.18951732,-0.848608349,4.497722604
-47.48301312,23.99369277,-0.836180688,4.510664973
-47.30372187,23.80027812,-0.823274279,4.523752539
-47.12204059,23.60925351,-0.810461804,4.537012839
-46.93798771,23.42060054,-0.797739951,4.550528036
-46.75158101,23.23430133,-0.785109754,4.56440097
-46.56283856,23.05033793,-0.77257632,4.578699983
-46.37177842,22.86869219,-0.760143924,4.593464928
-46.17841888,22.68934583,-0.747817356,4.608694703
-45.98277798,22.51228086,-0.735598676,4.624287552
-45.78487241,22.33748054,-0.723484125,4.640078493
-45.58471667,22.16493039,-0.711465141,4.655993792
-45.38232433,21.99461685,-0.699539735,4.672072836
-45.1777084,21.8265269,-0.687707982,4.688323689
-45.0465528,21.7208766,-0.678106287,4.698680943
-44.95308184,21.64655561,-0.671760557,4.706016053
-44.84731654,21.56341934,-0.666173576,4.714578168
-44.67794056,21.43236313,-0.658534373,4.729276347
-44.50732928,21.30285755,-0.649279465,4.744325834
-44.33554594,21.17492522,-0.640120215,4.759538837
-44.16265181,21.04858917,-0.631042991,4.77484662
-43.98870753,20.92387161,-0.622042632,4.790302023
-43.84764888,20.82444373,-0.613986307,4.802866091
-43.72284904,20.73772532,-0.607267937,4.814101731
-43.61254849,20.66203922,-0.601390827,4.824149768
-43.44857882,20.55115585,-0.594603271,4.839939672
-43.27361663,20.43492209,-0.58638761,4.857157427
-43.0978115,20.32023014,-0.578047327,4.874590947
-42.92111921,20.20702325,-0.569810154,4.892112477
-42.74349369,20.09524997,-0.561659473,4.909641266
-42.5991656,20.00589503,-0.554352435,4.923788693
-42.49550755,19.9425158,-0.54877865,4.933829922
-42.38806925,19.87751967,-0.544060326,4.944319007
-42.27115622,19.80758413,-0.539083419,4.955922449
-42.15519919,19.73902317,-0.53396949,4.967586497
-41.9690359,19.63059485,-0.527405159,4.98776852
-41.74655166,19.50356335,-0.51879924,5.012858133
-41.52302154,19.37862357,-0.509680526,5.038638537
-41.29846938,19.25572791,-0.500761963,5.06502912
-41.07291771,19.13483124,-0.492034501,5.092055009
-40.86352039,19.02479591,-0.48382781,5.117645091
-40.66195911,18.92081195,-0.476280636,5.142796026
-40.459763,18.81834106,-0.469064577,5.168483133
-40.25698415,18.71736409,-0.462019049,5.194710056
-40.05367472,18.61785938,-0.455151845,5.221449855
-39.84988695,18.51980243,-0.44847199,5.248719635
-39.66180533,18.43074129,-0.44224331,5.274278981
-39.55226454,18.37948687,-0.437641549,5.289167844
-39.38585268,18.30247836,-0.43341315,5.312586995
-39.23914614,18.23541033,-0.428790364,5.3334867
-39.01427545,18.13406212,-0.423432135,5.366594571
-38.78879688,18.03410336,-0.417283484,5.400304058
-38.58203769,17.94382564,-0.411681851,5.431549274
-38.46966611,17.89529242,-0.407699986,5.44846995
-38.32045171,17.83141924,-0.404462205,5.471534367
-38.1369002,17.75370335,-0.40051549,5.500641926
-37.95346534,17.67692048,-0.396423596,5.530209305
-37.73475449,17.58645754,-0.392191402,5.566078025
-37.54261508,17.50787875,-0.388213051,5.597767259
-37.35162058,17.43054339,-0.384730947,5.629428467
-37.24321101,17.38697249,-0.38215191,5.647202942
-37.13325488,17.34302009,-0.380270795,5.665259352
-37.02169953,17.29867226,-0.378384779,5.683619976
-36.88504439,17.24467535,-0.376303386,5.706384981
-36.76867564,17.19896318,-0.374302902,5.725748694
-36.65383279,17.15408878,-0.372503553,5.744932809
-36.46239246,17.07980369,-0.370147285,5.777979312
-36.25509414,16.99998069,-0.367564054,5.81419347
-36.05534682,16.92357905,-0.3653223,5.849254542
-35.8941912,16.86225145,-0.363626572,5.87746395
-35.71024917,16.79257197,-0.362108638,5.909793905
-35.59889807,16.7505303,-0.361012768,5.929065408
-35.49016651,16.70958372,-0.360158839,5.947828484
-35.37977861,16.6681193,-0.35931815,5.966864066
-35.26768926,16.62611932,-0.358508414,5.986185732
-35.12956367,16.57450276,-0.357624303,6.010178585
-35.01203902,16.53068305,-0.356889223,6.030447308
-34.89623419,16.48759149,-0.356230153,6.050360679
-34.70087035,16.41510653,-0.355281614,6.08450516
-34.48934469,16.33680209,-0.354546048,6.121421762
-34.37952397,16.29619008,-0.354206458,6.140140841
-34.26801335,16.25499224,-0.353897953,6.15909563
-34.15477052,16.21319369,-0.353592867,6.178293771
-34.01714881,16.16244781,-0.353266422,6.201720707
-33.90036661,16.11941874,-0.353020851,6.221404349
-33.78534064,16.07706535,-0.352802158,6.240710673
-33.59300336,16.0063185,-0.352467201,6.273418163
-33.38486987,15.92981129,-0.352256016,6.308677503
-33.18188552,15.85521282,-0.352186632,6.342832094
-33.00440601,15.78997919,-0.352228361,6.3724083
-32.82798103,15.72510738,-0.352357134,6.40163384
-32.72548921,15.68740467,-0.352496889,6.418130552
-32.61526488,15.6468378,-0.35265406,6.435875118
-32.50335644,15.60562905,-0.352827692,6.453832614
-32.38972732,15.56376296,-0.353011526,6.47200622
-32.25240293,15.51313048,-0.353242272,6.494090592
-32.13599443,15.47018238,-0.353449889,6.512567172
-32.02135166,15.42785805,-0.353662368,6.530663394
-31.80848382,15.34916951,-0.354080073,6.565025967
-31.59617872,15.27059871,-0.354454142,6.599076548
-31.48481597,15.22934864,-0.354741979,6.61628963
-31.37176966,15.18743984,-0.355015203,6.633701729
-31.2570049,15.14485654,-0.355301902,6.651321542
-31.13986458,15.10135352,-0.355589059,6.669255771
-31.02450252,15.05847371,-0.355872385,6.686822564
-30.91087542,15.01620285,-0.356150121,6.704025117
-30.71935733,14.94485491,-0.356611228,6.733806554
-30.51195734,14.86748524,-0.357056232,6.765986381
-30.30974774,14.79195747,-0.357465738,6.797129567
-30.13318285,14.72593026,-0.357853585,6.823968023
-29.96697103,14.66369961,-0.358249544,6.848992664
-29.85324431,14.62107815,-0.358569736,6.865508558
-29.74222596,14.57943511,-0.358858805,6.881508461
-29.62956173,14.53713741,-0.359148949,6.897694736
-29.51521731,14.49417222,-0.359430122,6.914070696
-29.37913702,14.44299121,-0.359742493,6.933817001
-29.2640204,14.39966062,-0.360002831,6.950143581
-29.15060315,14.35693952,-0.36023568,6.966106245
-28.93575097,14.27590396,-0.360670798,6.99792713
-28.73967158,14.20187362,-0.361006944,7.026599361
-28.54362502,14.12779266,-0.361288259,7.055054988
-28.34761237,14.05366507,-0.361553587,7.083280472
-28.17451083,13.98815559,-0.361787837,7.107724923
-28.05951942,13.94461487,-0.361960906,7.122938505
-27.87358333,13.87416001,-0.362202727,7.149001215
-27.68821469,13.80386669,-0.362454993,7.174724942
-27.50339651,13.73373526,-0.36267663,7.20009072
-27.30992638,13.66027288,-0.362892825,7.226478893
-27.11586789,13.58653716,-0.363117698,7.252609994
-26.95029115,13.52358382,-0.363327377,7.274020935
-26.83841373,13.48102859,-0.363473525,7.286827373
-26.72489857,13.43783613,-0.36358346,7.29963407
-26.51286448,13.35711029,-0.363776878,7.327212992
-26.39839176,13.31351748,-0.363858094,7.339273625
-26.2855727,13.27055005,-0.363891806,7.350706689
-26.07086658,13.18876907,-0.363930873,7.377234176
-25.87482907,13.11410511,-0.363903204,7.399930155
-25.67881109,13.03946643,-0.36382378,7.421446709
-25.48280904,12.96485993,-0.363707381,7.441443378
-25.31684739,12.9017104,-0.363589727,7.455044745
-25.21297185,12.86219337,-0.36351989,7.458373584
-25.04062271,12.79664184,-0.363445376,7.469583821
-24.85534702,12.72619594,-0.363340988,7.479520433
-24.67059793,12.65597078,-0.363244019,7.485647907
-24.44633029,12.5707457,-0.363160148,7.49177603
-24.25216355,12.49695717,-0.363170308,7.492755222
-24.08639868,12.4339471,-0.363249356,7.492123904
-23.97418421,12.3912835,-0.363319111,7.489813136
-23.86032275,12.34798767,-0.36336547,7.487927519
-23.64831449,12.26735203,-0.363445815,7.492280517
-23.53416201,12.22393046,-0.363480982,7.489987656
-23.42166026,12.18113564,-0.363489903,7.488044331
-23.23095257,12.10858994,-0.363498721,7.490727036
-23.02425643,12.02995365,-0.36353488,7.492634286
-22.82536688,11.95426214,-0.36364548,7.49321583
-22.66555663,11.89341149,-0.363818079,7.492109748
-22.48066733,11.82296093,-0.364057065,7.493047883
-22.36656348,11.77945043,-0.364303169,7.491026831
-22.25521243,11.73696891,-0.364465627,7.489560068
-22.14224507,11.69384933,-0.364631207,7.488525825
-22.0276277,11.65007813,-0.364797281,7.487730405
-21.89230463,11.59837049,-0.364985273,7.488228465
-21.77793328,11.5546462,-0.365156142,7.487161713
-21.66520894,11.51153425,-0.365290192,7.485936081
-21.47101374,11.43721223,-0.365520042,7.490177592
-21.2603637,11.35649985,-0.365904173,7.493284526
-21.14855061,11.31362346,-0.366171137,7.491048279
-21.03512532,11.27011148,-0.366304704,7.489544376
-20.92005366,11.22595137,-0.366430017,7.48845252
-20.78526934,11.17420648,-0.366558187,7.488621069
-20.67148862,11.13051196,-0.366658488,7.487398181
-20.55933287,11.0874327,-0.366726688,7.486067532
-20.36893791,11.01427933,-0.366828501,7.489811778
-20.16254624,10.93494334,-0.36698212,7.492288197
-19.96129774,10.85753814,-0.367182196,7.493134052
-19.78568607,10.78994462,-0.367424636,7.492697843
-19.60918929,10.7219524,-0.367710973,7.492958667
-19.50562581,10.68202901,-0.36794144,7.49071274
-19.3943541,10.63911476,-0.368092899,7.489349232
-19.28149333,10.59556637,-0.368257047,7.488380747
-19.16701075,10.55137108,-0.36841765,7.487627832
-19.03193654,10.49919904,-0.368594611,7.488158577
-18.91775802,10.45507763,-0.368749083,7.487107071
-18.80519713,10.41156622,-0.368865743,7.485893294
-18.61125358,10.33655263,-0.369058612,7.490163122
-18.4008705,10.25510614,-0.369366237,7.493283125
-18.28925232,10.21186919,-0.369566694,7.491047913
-18.1760474,10.16800539,-0.369660427,7.48954331
-18.06122186,10.12350313,-0.369740056,7.488449085
-17.92655959,10.0713022,-0.369808834,7.48862217
-17.81282951,10.02721089,-0.36984415,7.48740237
-17.70069833,9.983738279,-0.369853138,7.486075067
-17.51045827,9.90998584,-0.369841567,7.489819478
-17.30422452,9.830046754,-0.369783384,7.492300175
-17.10309413,9.75209994,-0.369722275,7.493172731
-16.92752254,9.684061886,-0.369704399,7.492814228
-16.76170271,9.619797282,-0.369733684,7.492652406
-16.64792829,9.575697212,-0.36977967,7.490762144
-16.53693216,9.532669608,-0.369814353,7.489356986
-16.42435665,9.489026294,-0.3698411,7.488345629
-16.31016725,9.44475587,-0.369852013,7.487541252
-16.17498058,9.392347096,-0.369838252,7.488004227
-16.06062465,9.348020444,-0.369788652,7.486870823
-15.94787367,9.304324489,-0.369722468,7.485535539
-15.73367992,9.221358934,-0.369544149,7.491083693
-15.53815527,9.145703582,-0.369193053,7.492253217
-15.34265597,9.070142607,-0.36881675,7.49270514
-15.14717701,8.994679747,-0.368415005,7.493003169
-14.97453249,8.928103065,-0.368056253,7.492346756
-14.85979334,8.883884407,-0.367843448,7.489905303
-14.67421504,8.812412453,-0.367622909,7.491449987
-14.48914357,8.741199795,-0.367321267,7.492031177
-14.30456938,8.670238786,-0.367036648,7.49219856
-14.11138416,8.596027431,-0.366764981,7.492645818
-13.91760879,8.52164012,-0.366536767,7.493021874
-13.75230866,8.458212413,-0.366386953,7.492214133
-13.64073125,8.415409556,-0.366302762,7.489858209
-13.52753234,8.371993076,-0.366238008,7.48793109
-13.31567756,8.290778232,-0.366072346,7.492204925
-13.20108735,8.246881333,-0.365833191,7.489864094
-13.08813075,8.203628937,-0.365688784,7.487826392
-12.87360242,8.121563072,-0.365365452,7.491902535
-12.67773871,8.046755768,-0.364837198,7.49253248
-12.48186496,7.972060813,-0.364319443,7.492789937
-12.28597642,7.8974779,-0.363794862,7.493023314
-12.11303891,7.831723856,-0.363337941,7.492347476
-11.9982124,7.788100258,-0.363067305,7.489897778
-11.81235741,7.717551367,-0.36278962,7.491436562
-11.62702627,7.647278747,-0.362424414,7.49201691
-11.44221054,7.577270787,-0.362096879,7.492184396
-11.24864243,7.504012102,-0.361804693,7.492639373
-11.0544375,7.430560702,-0.36158715,7.493022515
-10.88867489,7.367886931,-0.361480046,7.492224752
-10.77656752,7.325504925,-0.361440519,7.489879508
-10.66279736,7.282497702,-0.361414378,7.487971911
-10.45056502,7.202286234,-0.361347256,7.492295841
-10.33614248,7.15905487,-0.361242536,7.490000856
-10.22338776,7.116461686,-0.36118014,7.488055076
-10.03245015,7.044360787,-0.361061266,7.490724285
-9.825521288,6.966263256,-0.360884033,7.492625105
